4.252556560975609967e-01,-3.710184634146340699e-02,3.002740766550522980e-02,2.761645818815331929e-02,1.061385742070088067e+00,3.949687367598465615e-01,3.926022317671824524e-01,-1.717421602787456258e+00,2.870000000000000000e+02,4.252556560975609967e-01
2.325780401083423765e-01,-2.271207394366195342e-01,1.349101843120258659e-01,1.374488119609966474e-01,4.798427475895334027e+00,1.426440005262104238e+00,1.913063452801924968e-01,1.929274106175515202e+00,4.615000000000000000e+03,2.325780401083423765e-01
4.351393121495327754e-01,-5.869820981308412344e-01,3.394330093457943731e-02,3.400288037383177725e-02,1.266681541379428344e+00,4.949784271510596634e-01,5.917183328734397507e-02,0.000000000000000000e+00,1.070000000000000000e+02,4.351393121495327754e-01
3.867940954022988653e-01,-6.871805712643678232e-01,3.228105057471263722e-02,3.203226206896551964e-02,1.272197738699109903e+00,6.150105342791409857e-01,1.239133035476201045e-01,1.901149425287356420e+00,8.700000000000000000e+01,3.867940954022988653e-01
2.980801584699453999e-01,6.246383825136611612e-02,3.114911202185792830e-02,5.064071038251367202e-02,1.481583561402170623e+00,5.801674631197292209e-01,7.884489337853134439e-01,2.057377049180327599e+00,1.830000000000000000e+02,2.980801584699453999e-01
2.961113164634145978e-01,-2.874818256097561031e-01,3.017280487804877356e-02,4.154399390243902757e-02,1.252906830975329289e+00,3.815265441760139487e-01,6.873930573820077328e-01,-9.390243902439023849e-01,1.640000000000000000e+02,2.961113164634145978e-01
2.459095156249999914e-01,4.363281250000000111e-01,6.887695312500000111e-02,7.628906250000000444e-02,2.458390831580000935e+00,5.674817822198858774e-01,4.299729257784824510e-01,4.412499999999999645e+00,6.400000000000000000e+01,2.459095156249999914e-01
2.796385574999999402e-01,-4.838123300000000127e-01,7.546559999999999033e-03,7.546559999999999033e-03,3.227287500000000087e-01,1.926638999999999990e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+01,2.796385574999999402e-01
4.234317857142856911e-01,-5.531919761904762201e-01,1.883928571428571466e-02,1.883928571428571466e-02,9.870535714285713080e-01,8.437499999999997780e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.400000000000000000e+01,4.234317857142856911e-01
3.537224999999999397e-01,-6.377256385542168227e-01,3.618070481927710552e-02,3.348612650602409563e-02,1.333319528884361338e+00,5.781980193001851065e-01,3.786878847616306221e-01,-4.410843373493976038e+00,8.300000000000000000e+01,3.537224999999999397e-01
4.917035714285714065e-03,-1.955953571428571680e-01,3.396896428571428983e-02,3.345646428571429076e-02,1.293208511498078028e+00,5.637125993069862506e-01,1.730519459465179599e-01,0.000000000000000000e+00,1.120000000000000000e+02,4.917035714285714065e-03
2.046176200000000278e-01,-2.926434333333333138e-01,2.420986000000000318e-02,3.472695999999999422e-02,1.020909317348033252e+00,3.020929599495677520e-01,7.169264188867529031e-01,-6.093333333333332824e+00,3.000000000000000000e+01,2.046176200000000278e-01
4.912862962264151201e-01,1.552163635220125959e-01,1.967500880503144506e-02,2.085676855345912004e-02,7.459449247673322070e-01,2.764534761437245636e-01,3.318298105819283972e-01,7.618867924528302638e+00,1.590000000000000000e+02,4.912862962264151201e-01
4.108011363636364099e-01,-5.022670454545453689e-01,7.499999999999999722e-03,7.499999999999999722e-03,3.701420454545454319e-01,2.902840909090908528e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.320000000000000000e+02,4.108011363636364099e-01
2.722308787878787717e-01,-1.965998818181818042e-01,3.638657979797980252e-02,4.498432929292930232e-02,1.330100142813478659e+00,2.327379903661677685e-01,5.879842974140321310e-01,-5.616161616161615688e-01,9.900000000000000000e+01,2.722308787878787717e-01
1.290348594594594722e-01,-6.756351567567567828e-01,7.500000000000000590e-03,7.500000000000000590e-03,4.731081081081081052e-01,4.962162162162162549e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.400000000000000000e+01,1.290348594594594722e-01
4.928920222222222258e-01,1.924743055555555582e-01,7.500000000000000590e-03,7.500000000000000590e-03,4.456250000000000488e-01,4.412500000000001421e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,4.928920222222222258e-01
3.511075689655172583e-01,-6.110010517241378780e-01,3.552925862068966045e-02,3.544831034482759380e-02,1.187910148549115030e+00,2.464946129277099940e-01,6.746495211084192756e-02,2.741379310344827402e+00,5.800000000000000000e+01,3.511075689655172583e-01
4.929272340136054420e-01,1.919697999999999960e-01,1.343123945578231400e-02,1.335206666666666729e-02,5.221736348789762783e-01,2.408515966728704827e-01,1.084186444423614060e-01,0.000000000000000000e+00,1.470000000000000000e+02,4.929272340136054420e-01
-2.155927000000000260e-01,2.056275571428571314e-01,1.365306285714285861e-01,1.365306285714285861e-01,4.281184285714285664e+00,3.705308571428567177e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01,-2.155927000000000260e-01
2.567877682926829053e-01,-5.349770731707317317e-01,3.599926829268292744e-02,3.158158536585365522e-02,1.208943083671842000e+00,3.947968779406967887e-01,4.799714818950730488e-01,-1.092682926829268153e+00,4.100000000000000000e+01,2.567877682926829053e-01
4.090781176470588143e-01,-4.038839411764705845e-01,2.511023529411764502e-02,3.144017647058822834e-02,1.007680246583515515e+00,3.295097216234204596e-01,6.017730688118620996e-01,-5.505882352941176450e+00,6.800000000000000000e+01,4.090781176470588143e-01
-4.608870588235294136e-02,-5.019558235294118154e-01,5.619735294117646912e-02,4.755382352941177337e-02,2.278756695567878854e+00,1.455798314520049708e+00,5.328760636868048461e-01,-5.392941176470587905e+00,8.500000000000000000e+01,-4.608870588235294136e-02
2.318509615384615197e-01,1.034014423076923123e-01,3.147836538461538936e-02,3.133413461538461786e-02,1.082269435387949841e+00,2.801688385471740039e-01,9.561803782226493964e-02,0.000000000000000000e+00,2.600000000000000000e+01,2.318509615384615197e-01
4.396427368421053083e-01,-6.629431842105263373e-01,3.143565789473684591e-02,2.783092105263157770e-02,1.087929780434669258e+00,4.011539719951052185e-01,4.649638175412188490e-01,-3.894736842105263275e+00,7.600000000000000000e+01,4.396427368421053083e-01
3.180220588235293522e-01,-1.491819999999999813e-01,7.499999999999999722e-03,7.499999999999999722e-03,3.907720588235293890e-01,3.315441176470588225e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.800000000000000000e+01,3.180220588235293522e-01
3.801935507246376744e-01,-7.556713768115942420e-01,3.614340579710145079e-02,3.318586956521739351e-02,1.335717706752493905e+00,5.934505094377828804e-01,3.961815926870740356e-01,-1.776811594202898803e+00,1.380000000000000000e+02,3.801935507246376744e-01
4.481159411764705780e-01,-6.083244705882353554e-01,2.940917647058824066e-02,2.924882352941176808e-02,1.064800434124334449e+00,3.698674435957098883e-01,1.042843713136341610e-01,-4.294117647058823262e-01,8.500000000000000000e+01,4.481159411764705780e-01
3.120116060606060726e-01,-1.916084848484848613e-01,7.430303030303030132e-03,7.430303030303030132e-03,3.126659090909090777e-01,1.795136363636364030e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,3.120116060606060726e-01
3.706494614339016502e-01,-3.517481539179109218e-01,1.176647154051172206e-01,1.180077124333688138e-01,4.156460576229516590e+00,1.242755805262936386e+00,7.618845642471999691e-02,9.743070362473349455e-01,7.504000000000000000e+03,3.706494614339016502e-01
7.754126813432835608e-01,2.020662410447761070e-01,4.602975373134328418e-02,4.835405597014925255e-02,1.663307573541843221e+00,4.959595626680879943e-01,3.063106825257399524e-01,-3.373134328358208256e-01,1.340000000000000000e+02,7.754126813432835608e-01
6.448748719354837622e-01,6.320602040000001809e-01,9.143426464516130059e-02,9.781624261290318423e-02,3.261319250035071171e+00,8.483524331548885078e-01,3.552918129002800574e-01,3.648709677419355035e+00,3.100000000000000000e+03,6.448748719354837622e-01
5.151494401459854044e-01,1.809108437956204463e-01,1.727567007299269861e-02,1.677324525547444975e-02,6.249238927729324766e-01,2.284915382388439942e-01,2.394155096040950781e-01,3.503649635036496651e-02,1.370000000000000000e+02,5.151494401459854044e-01
6.534053571428570795e-01,-8.081427142857142143e-02,2.528035714285714261e-02,2.615357142857142880e-02,8.723378361858296071e-01,2.018802048543877348e-01,2.562443285657687864e-01,0.000000000000000000e+00,3.500000000000000000e+01,6.534053571428570795e-01
4.825068007925070734e-01,-1.279185165706052223e-02,3.808190151296830805e-02,3.940037687319885434e-02,1.377704089434673262e+00,4.312763887222443859e-01,2.565292104392827843e-01,-6.347262247838618698e-01,1.388000000000000000e+03,4.825068007925070734e-01
5.342928571428571249e-01,1.698035714285714426e-01,7.500000000000000590e-03,7.500000000000000590e-03,2.802857142857143047e-01,1.105714285714285844e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,5.342928571428571249e-01
5.899671950000000553e-01,1.768858531818182089e-01,2.553593454545454236e-02,2.684664727272727258e-02,9.642667391122295983e-01,3.575480489232928938e-01,3.086435115457695777e-01,5.706363636363636971e+00,2.200000000000000000e+02,5.899671950000000553e-01
5.660199630252100711e-01,-8.249964403361345067e-01,7.450084033613445407e-03,7.450084033613445407e-03,3.480186554621848560e-01,2.490322689075630536e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.380000000000000000e+02,5.660199630252100711e-01
5.190713181818181754e-01,-2.448360227272727493e-02,1.424690909090909306e-02,1.485281818181818404e-02,5.243165694894331708e-01,1.758305832031656635e-01,2.827088011344747742e-01,-3.943181818181818343e+00,4.400000000000000000e+01,5.190713181818181754e-01
5.248756460869564711e-01,9.163977130434783347e-02,2.617058695652173944e-02,3.422004347826086701e-02,1.095914872105926863e+00,3.962766136658341098e-01,6.442990695109459542e-01,-7.979130434782608638e+00,1.150000000000000000e+02,5.248756460869564711e-01
5.168757605263157862e-01,6.326669035087718884e-02,3.209342105263158357e-02,4.303048245614034956e-02,1.299604323217422142e+00,3.695038656115979814e-01,6.661364264066353957e-01,3.121052631578947079e+00,1.140000000000000000e+02,5.168757605263157862e-01
8.265185444444442808e-01,1.907121555555555403e-01,3.861458333333333409e-02,4.982916666666666744e-02,1.589324440871473065e+00,5.467527912313921989e-01,6.320355711600561532e-01,-1.524666666666666792e+01,9.000000000000000000e+01,8.265185444444442808e-01
5.292866416666667240e-01,1.823594625000000136e-01,7.489325000000000669e-03,7.489325000000000669e-03,3.448521250000000093e-01,2.403447499999999681e-01,0.000000000000000000e+00,-5.000000000000000971e-02,9.600000000000000000e+01,5.292866416666667240e-01
6.247571036697247004e-01,1.696270165137614694e-01,4.143394036697247568e-02,4.333663761467889536e-02,1.478892008332479469e+00,4.153073557938846139e-01,2.930570710066259243e-01,-1.350458715596330128e+00,1.090000000000000000e+02,6.247571036697247004e-01
4.257358258064515844e-01,-2.521483548387096901e-02,1.479049677419354801e-02,1.479049677419354801e-02,5.893411935483869879e-01,2.912525806451612409e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,4.257358258064515844e-01
5.406992949494949796e-01,-3.931039515151515396e-01,3.750166464646464970e-02,3.818879797979798235e-02,1.483446804015918108e+00,6.962733002031817886e-01,1.888448299253104867e-01,7.676767676767685955e-02,9.900000000000000000e+01,5.406992949494949796e-01
