"id","cat_id","lat","lon","inner_x_diameter","inner_y_diameter","outer_x_diameter","r_eff","thickness","e","angle","dispersion","abslon"
94308,"MWP1G344303-08191",-0.8190882,344.3032794,0.0250037,0.0240662,0.0423088,1.35931950299624,0.734271802601848,0.271261991071671,12.962,0.0032512,-15.6967206
94309,"MWP1G347868+00126",0.0125807,347.8683871,0.0285768,0.0291148,0.0490697,1.60055492921892,0.869462216926126,0.191352269981211,28.321,0.0092136,-12.1316129
94312,"MWP1G350808-08353",-0.8353375,350.8084286,0.0186107,0.0193875,0.0339964,1.08437993898786,0.652835350039152,0.280229795436604,44.700,0.0052853,-9.1915714
94316,"MWP1G000601-00462",-0.0462084,0.6012579,0.0416307,0.0333977,0.0563551,1.8779215941001,0.627422616553011,0.597005300278222,19.165,0.0103160,0.6012579
94319,"MWP1G008363+00159",0.0158720,8.3632502,0.0820493,0.0807138,0.1213026,4.20373410738647,1.66541429731782,0.179690469065498,60.658,0.0138695,8.3632502
94321,"MWP1G010911+07546",0.7545523,10.9106568,0.0309205,0.0222273,0.0425227,1.35089892817273,0.496891178677105,0.695161919326353,55.664,0.0032269,10.9106568
94322,"MWP1G010965+00116",0.0115715,10.9646472,0.0099919,0.0099157,0.0169457,0.550391293803319,0.295026020462659,0.123264738787417,14.465,0.0030112,10.9646472
94323,"MWP1G013819+05674",0.5673585,13.8193604,0.0277784,0.0263125,0.0447557,1.46391550305751,0.720448396391783,0.32055831670412,54.485,0.0057481,13.8193604
94326,"MWP1G016365-02043",-0.2043034,16.3647356,0.0655682,0.0689205,0.0980568,3.47440070348578,1.37866337225301,0.308081710491422,38.321,0.0089780,16.3647356
94327,"MWP1G017734-04175",-0.4175009,17.7336600,0.0274261,0.0356307,0.0451136,1.6707821536271,0.754522066587021,0.63836683413404,79.545,0.0058866,17.7336600
94329,"MWP1G019142-02851",-0.2850796,19.1415635,0.0740795,0.0793523,0.1876477,5.12574908295537,4.81943828203335,0.358441940813056,41.482,0.0188660,19.1415635
94330,"MWP1G020562-07955",-0.7954724,20.5621993,0.0131976,0.0135363,0.0217379,0.726014044558348,0.362351987117656,0.222299654143158,53.113,0.0013980,20.5621993
94335,"MWP1G024323-04001",-0.4001119,24.3234824,0.0121932,0.0115795,0.0233864,0.702693061243197,0.474968777690345,0.313256159449548,0.036,0.0023782,24.3234824
94336,"MWP1G025539-01549",-0.1548846,25.5393367,0.0119318,0.0125795,0.0188636,0.650591085669942,0.29415697286521,0.316742792874253,10.452,0.0023912,25.5393367
94337,"MWP1G025638-04597",-0.4597075,25.6380904,0.0483351,0.0479043,0.0581410,2.2399222686313,0.416032565696949,0.13321455527066,20.674,0.0103124,25.6380904
94339,"MWP1G028893-07917",-0.7916654,28.8933667,0.0097500,0.0098112,0.0170434,0.548259976379805,0.30943362339614,0.11151963234055,0.559,0.0019339,28.8933667
94341,"MWP1G030181+03544",0.3543523,30.1809091,0.0156023,0.0161477,0.0232955,0.820643662156817,0.32642727563639,0.257702575735149,16.306,0.0043700,30.1809091
94343,"MWP1G036611-02112",-0.2112354,36.6105472,0.0241840,0.0318785,0.0355243,1.40916775713771,0.484388619897227,0.651521203357464,125.537,0.0067458,36.6105472
94344,"MWP1G039867-01843",-0.1843381,39.8667258,0.0390642,0.0410428,0.0606316,2.10773714083193,0.915208767592729,0.306744832286798,31.326,0.0089282,39.8667258
94345,"MWP1G039598-02161",-0.2161313,39.5980782,0.0092560,0.0106905,0.0157976,0.544437106297264,0.277971120882449,0.500363485470592,38.276,0.0015469,39.5980782
94346,"MWP1G040408+07197",0.7197486,40.4079760,0.0148343,0.0135697,0.0245669,0.782179226525862,0.413162313835156,0.404016668407001,20.093,0.0014619,40.4079760
94348,"MWP1G042397-03501",-0.3500633,42.3965998,0.0096181,0.0098472,0.0179931,0.563224116437764,0.355334386196439,0.21445211642929,1.134,0.0018994,42.3965998
94350,"MWP1G044514-09147",-0.9146875,44.5136036,0.0176413,0.0171522,0.0271264,0.91748411712178,0.402444445414607,0.233839193794748,31.026,0.0013990,44.5136036
94354,"MWP1G048394+02886",0.2885753,48.3943690,0.0102557,0.0095568,0.0177784,0.557460258140129,0.319274065106083,0.362837237428095,9.544,0.0017953,48.3943690
94358,"MWP1G056029-01041",-0.1041200,56.0286095,0.0312958,0.0388125,0.0448042,1.75028192864977,0.575506051201986,0.591461811897269,41.233,0.0108272,56.0286095
94359,"MWP1G056817+06834",0.6833913,56.8171685,0.1375679,0.1486753,0.2121807,7.48932641531206,3.16712082251941,0.37925819315268,28.546,0.0332136,56.8171685
94360,"MWP1G056805-04046",-0.4045834,56.8048868,0.0191334,0.0250791,0.0363083,1.24967195155719,0.732409199650678,0.64649040775076,22.325,0.0064648,56.8048868
94368,"MWP1G298836+01155",0.1155190,298.8356894,0.0142614,0.0132500,0.0232386,0.750228518957193,0.381026181910362,0.369875580083493,14.385,0.0029723,-61.1643106
94369,"MWP1G298861+01940",0.1940256,298.8608175,0.0432562,0.0459188,0.0616275,2.24784784589957,0.77967442267958,0.335570668249038,19.486,0.0091821,-61.1391825
94372,"MWP1G301136-02263",-0.2263034,301.1360963,0.0333508,0.0325736,0.0659093,1.9716587419297,1.38138846376638,0.214626445379417,16.698,0.0063551,-58.8639037
94373,"MWP1G303540+00848",0.0847674,303.5398877,0.0192140,0.0193793,0.0308136,1.03592891979343,0.492132168508117,0.130332972001054,23.305,0.0037836,-56.4601123
94375,"MWP1G302564+04170",0.4169728,302.5637746,0.0446424,0.0413023,0.0847630,2.53509221027497,1.70283812999785,0.379526189626589,56.158,0.0150885,-57.4362254
94376,"MWP1G304808+06698",0.6697885,304.8075817,0.0181406,0.0180288,0.0364976,1.08915851122643,0.778823397324536,0.110851074398996,6.692,0.0030589,-55.1924183
94388,"MWP1G317976-00135",-0.0135459,317.9763647,0.0075163,0.0076304,0.0115924,0.398503922259852,0.172937466981727,0.172287801428615,4.113,0.0020248,-42.0236353
94393,"MWP1G319730-04873",-0.4872684,319.7300358,0.0140227,0.0114432,0.0232955,0.710017899366613,0.394585136767832,0.577983762612823,63.273,0.0023628,-40.2699642
94394,"MWP1G318506+00079",0.0078611,318.5057151,0.0084225,0.0089100,0.0150300,0.488108821687585,0.280395422150629,0.326242255082552,22.342,0.0008748,-41.4942849
94396,"MWP1G319162-04206",-0.4206402,319.1623826,0.0151477,0.0166591,0.0233068,0.829922428205258,0.346419897964241,0.41619624999504,3.767,0.0022028,-40.8376174
94401,"MWP1G329986+08100",0.8100000,329.9856892,0.0637670,0.0614659,0.0870511,3.11155225437944,0.987982283882061,0.26621405425397,72.436,0.0082394,-30.0143108
94407,"MWP1G337956-00246",-0.0246477,337.9555038,0.0328068,0.0327614,0.0471477,1.6676064438687,0.608432959764932,0.0525909100566557,67.239,0.0066312,-22.0444962
94409,"MWP1G339541+09644",0.9644318,339.5407585,0.0183636,0.0184545,0.0280795,0.965378853069059,0.412211548829328,0.0991311958018461,0.000,0.0013740,-20.4592415
94413,"MWP1G346522+00896",0.0896080,346.5217273,0.0296761,0.0317557,0.0428920,1.55848181563875,0.560927917664489,0.355930196420771,4.961,0.0045039,-13.4782727
94414,"MWP1G349792-01871",-0.1871001,349.7920911,0.0393190,0.0448198,0.0653425,2.27057754449798,1.10554451380669,0.479999925682728,24.631,0.0094226,-10.2079089
94417,"MWP1G350301+01173",0.1173060,350.3005117,0.0106454,0.0124592,0.0172653,0.614652495652045,0.281410480979037,0.519581606647637,54.614,0.0021569,-9.6994883
94418,"MWP1G351566-05124",-0.5123764,351.5657206,0.0542264,0.0534623,0.0828892,2.82782015069269,1.21607959254133,0.167282069895157,30.204,0.0153131,-8.4342794
94419,"MWP1G353563-00263",-0.0263079,353.5625706,0.0482886,0.0456383,0.0766938,2.52409371089431,1.20542963180484,0.326736684938216,26.949,0.0250153,-6.4374294
94420,"MWP1G353405-03705",-0.3704560,353.4049566,0.0530784,0.0531602,0.0950440,3.01521437528983,1.7804499150311,0.0554537876637362,20.303,0.0113178,-6.5950434
94421,"MWP1G352598-01860",-0.1859606,352.5984861,0.0324337,0.0342412,0.0505460,1.75707026322847,0.768622840686476,0.320605791393438,26.914,0.0092052,-7.4015139
94422,"MWP1G354086+07083",0.7083314,354.0863428,0.0102500,0.0118977,0.0216705,0.669490767617187,0.485192477820298,0.50773882416474,23.685,0.0033047,-5.9136572
94423,"MWP1G356325-02346",-0.2346332,356.3247264,0.0098234,0.0105489,0.0155136,0.539520271080224,0.241513021644973,0.364444637611819,40.209,0.0012620,-3.6752736
94425,"MWP1G005459+00977",0.0976883,5.4588406,0.0511445,0.0528711,0.0767734,2.69589142410123,1.08744250527545,0.253470114752052,20.510,0.0152010,5.4588406
94426,"MWP1G004863-02269",-0.2268666,4.8626445,0.0283945,0.0276211,0.0466055,1.52645314048279,0.772671926013176,0.231804762476477,25.031,0.0038769,4.8626445
94427,"MWP1G004530+03630",0.3630027,4.5303068,0.0119524,0.0117679,0.0192500,0.639518507927668,0.309616745041152,0.175026236755118,25.907,0.0017887,4.5303068
94428,"MWP1G005977-04255",-0.4255244,5.9767715,0.0120352,0.0118125,0.0202969,0.658209286113207,0.350523274184998,0.191482922221026,14.400,0.0017758,5.9767715
94432,"MWP1G012584+00841",0.0840742,12.5840547,0.0120469,0.0121523,0.0245391,0.731840858678256,0.530001633397758,0.131420261680407,0.000,0.0023649,12.5840547
94433,"MWP1G012209-01180",-0.1179921,12.2088487,0.0482292,0.0462798,0.0699881,2.42282615845379,0.923286440053295,0.281434287311885,7.514,0.0120925,12.2088487
94437,"MWP1G014677+01253",0.1253294,14.6770543,0.0226023,0.0236727,0.0433875,1.35248505918069,0.881965658086554,0.297302437258186,24.106,0.0038772,14.6770543
94438,"MWP1G017585+00894",0.0894152,17.5846886,0.0101652,0.0103460,0.0160714,0.546211815095871,0.250585021832307,0.186132527064584,17.903,0.0030809,17.5846886
94439,"MWP1G016928+06323",0.6322717,16.9279072,0.0151641,0.0130078,0.0232617,0.749898179673648,0.344192990833042,0.513979764178435,101.562,0.0022090,16.9279072
94440,"MWP1G018837-01677",-0.1676533,18.8366213,0.0135938,0.0196289,0.0239063,0.89668213591486,0.442051059038043,0.721379398043838,160.891,0.0025690,18.8366213
94441,"MWP1G019616-08948",-0.8948477,19.6156484,0.0121172,0.0120000,0.0200391,0.658548358616406,0.336100147742528,0.138747437870257,32.634,0.0028238,19.6156484
94442,"MWP1G020977+00789",0.0788597,20.9767222,0.0185220,0.0170074,0.0269265,0.914745382231524,0.356792891356338,0.396054573829211,34.533,0.0053309,20.9767222
94443,"MWP1G021882-03216",-0.3215954,21.8816907,0.0222027,0.0215214,0.0398620,1.24708181901881,0.749270964804389,0.245823752038467,12.551,0.0070451,21.8816907
94444,"MWP1G022871+06743",0.6742833,22.8708822,0.0792097,0.0872752,0.1236441,4.37370313448355,1.88663604548332,0.419867461938698,25.692,0.0135292,22.8708822
94450,"MWP1G029477+02419",0.2419414,29.4765664,0.0103828,0.0106406,0.0197578,0.613412014913919,0.397763372427607,0.218789671228763,8.763,0.0018493,29.4765664
94451,"MWP1G028938-05661",-0.5660977,28.9380262,0.0290893,0.0296547,0.0455655,1.55690999885287,0.699046708281951,0.194341757013056,26.994,0.0030479,28.9380262
94452,"MWP1G031984+07857",0.7856823,31.9840127,0.0885859,0.0649648,0.1350312,4.12480490997653,1.98520977413822,0.679847269500758,14.394,0.0197289,31.9840127
94454,"MWP1G030636-00831",-0.0831295,30.6357627,0.0295983,0.0301340,0.0466786,1.58864431953294,0.72467429775789,0.187719184158861,34.388,0.0089575,30.6357627
94455,"MWP1G030979+01148",0.1148260,30.9791893,0.0111328,0.0130313,0.0180234,0.642282627464977,0.292919804022773,0.519760019314469,30.731,0.0015635,30.9791893
94456,"MWP1G034694+00116",0.0115709,34.6942649,0.0279487,0.0279319,0.0436399,1.48133012951102,0.665721254763183,0.0346675826117442,33.700,0.0061397,34.6942649
94457,"MWP1G035996-00223",-0.0223332,35.9963688,0.0098203,0.0118594,0.0217266,0.665992864501453,0.506210361937205,0.560638836696465,34.788,0.0021366,35.9963688
94459,"MWP1G037489+05237",0.5237141,37.4885814,0.0153984,0.0111914,0.0264609,0.762973556546258,0.472586139837612,0.686859950741387,0.000,0.0032031,37.4885814
94460,"MWP1G038142+09105",0.9105159,38.1415697,0.0412500,0.0401250,0.0578024,2.04745950478168,0.702306565884645,0.23195183313042,0.000,0.0055256,38.1415697
94461,"MWP1G039538+08730",0.8730156,39.5377656,0.0123867,0.0144727,0.0201445,0.715591520503717,0.329766686681224,0.51719670057653,66.203,0.0008781,39.5377656
94463,"MWP1G040163-09461",-0.9461055,40.1626016,0.0208828,0.0325898,0.0391641,1.47039834960916,0.786914653088018,0.767726911816058,21.509,0.0069122,40.1626016
94464,"MWP1G040307-04308",-0.4308301,40.3072080,0.0125977,0.0186914,0.0241406,0.874221677809236,0.495166876309003,0.738746164106532,21.013,0.0013876,40.3072080
94465,"MWP1G043068+05533",0.5533072,43.0680761,0.0414742,0.0359552,0.0570286,1.9445887469155,0.661116581149219,0.498431092802703,12.800,0.0081429,43.0680761
94467,"MWP1G042077+03567",0.3566891,42.0768020,0.0211557,0.0213274,0.0330413,1.12543722957283,0.504265942343618,0.126635460259864,11.795,0.0046890,42.0768020
94471,"MWP1G044807+00988",0.0987813,44.8068320,0.0118008,0.0119180,0.0196406,0.648472697894605,0.332616989146932,0.139896478115215,33.869,0.0022897,44.8068320
94472,"MWP1G044590+03597",0.3597039,44.5901951,0.0185871,0.0181199,0.0338914,1.05447611000846,0.649335139606441,0.222799508005257,0.689,0.0038066,44.5901951
94475,"MWP1G052901-09012",-0.9012490,52.9006631,0.0078750,0.0078281,0.0109453,0.392881897341756,0.130262214677043,0.108975421399213,0.000,0.0005507,52.9006631
94476,"MWP1G054753+07453",0.7452672,54.7530133,0.0121289,0.0123516,0.0222070,0.701231670654402,0.427587274615306,0.189037093634759,4.813,0.0014832,54.7530133
94477,"MWP1G057223+00460",0.0459884,57.2228604,0.0128320,0.0122695,0.0229395,0.715449274693963,0.428884561577506,0.292830797144482,4.150,0.0011604,57.2228604
94478,"MWP1G056565-08199",-0.8198895,56.5650794,0.0340866,0.0365838,0.0553338,1.89701666295144,0.901794024989226,0.363125396317455,25.982,0.0105234,56.5650794
94479,"MWP1G057781+02912",0.2912137,57.7810703,0.0292090,0.0274922,0.0424219,1.45635886217062,0.560751228412748,0.337784166792776,31.372,0.0030515,57.7810703
94480,"MWP1G057149+03525",0.3524776,57.1492012,0.0134766,0.0135938,0.0228047,0.74634199545656,0.395759961746612,0.131029856786138,0.000,0.0019164,57.1492012
94481,"MWP1G298367+00504",0.0503750,298.3670273,0.0101953,0.0086250,0.0197344,0.566414510259219,0.405411437084892,0.533217723920528,5.303,0.0016372,-61.6329727
94482,"MWP1G298933+04361",0.4361368,298.9332762,0.0963681,0.0812778,0.1706621,5.10583488411098,3.15824070114985,0.537270796100908,33.831,0.0371126,-61.0667238
94483,"MWP1G298799-05638",-0.5638186,298.7993447,0.0267240,0.0263802,0.0434193,1.43769033292251,0.708330704498023,0.159888014128562,51.925,0.0049556,-61.2006553
94486,"MWP1G301116+09681",0.9681186,301.1163524,0.0230801,0.0142500,0.0459375,1.17853315217512,0.982243207228567,0.786637600579286,27.603,0.0041531,-58.8836476
94488,"MWP1G301508-03621",-0.3620859,301.5084004,0.0288809,0.0325664,0.0486270,1.6705453434074,0.838675019830327,0.462093497539455,37.416,0.0065281,-58.4915996
94490,"MWP1G302574-00078",-0.0078492,302.5739455,0.0778988,0.0604226,0.1035685,3.43538535399091,1.09547042904729,0.631157029425248,18.017,0.0176439,-57.4260545
94494,"MWP1G304862-03289",-0.3289170,304.8617256,0.0101367,0.0101719,0.0213633,0.625135545498256,0.476304639165307,0.0831207097004358,0.000,0.0015724,-55.1382744
94496,"MWP1G306754+00805",0.0805378,306.7542672,0.0298477,0.0306094,0.0423281,1.52441643234325,0.529528275408847,0.221697510662691,46.344,0.0042439,-53.2457328
94497,"MWP1G307503-08216",-0.8215586,307.5033047,0.0081563,0.0079922,0.0119414,0.415161641797387,0.160593838139551,0.199584675886788,0.000,0.0008156,-52.4966953
94499,"MWP1G311947+04496",0.4495930,311.9471479,0.0315820,0.0284121,0.0473906,1.57259526694108,0.671316091494948,0.436653980052302,32.134,0.0075212,-48.0528521
94504,"MWP1G319284-05435",-0.5435387,319.2844715,0.0140391,0.0143789,0.0264785,0.825566168902185,0.527779163689391,0.216113938893088,15.044,0.0018082,-40.7155285
94506,"MWP1G320849-05744",-0.5743594,320.8490547,0.0177656,0.0170391,0.0231680,0.845184515834365,0.229242534258636,0.283045905683562,0.000,0.0016175,-39.1509453
94509,"MWP1G326135+08976",0.8976095,326.1347310,0.0979117,0.1095815,0.1594647,5.55565448591037,2.61406902256388,0.449051756839495,40.205,0.0170468,-33.8652690
94513,"MWP1G329600+00581",0.0580514,329.5996078,0.0143789,0.0144375,0.0221602,0.75860350899283,0.330133043025176,0.0900070800319402,4.209,0.0014874,-30.4003922
94514,"MWP1G331172-04591",-0.4591406,331.1718203,0.0123750,0.0124922,0.0217969,0.699382639063982,0.399739888629592,0.136659025916555,10.925,0.0020394,-28.8281797
94516,"MWP1G333147-01103",-0.1102813,333.1473211,0.0154219,0.0174023,0.0234961,0.850468770141218,0.342977994433954,0.46330488855013,17.384,0.0033574,-26.8526789
94518,"MWP1G335424+06690",0.6690048,335.4241971,0.0091226,0.0087837,0.0175168,0.528732734729699,0.356168669805497,0.270035013639771,14.050,0.0013396,-24.5758029
94521,"MWP1G337277-08608",-0.8608021,337.2774845,0.0095842,0.0092308,0.0176034,0.543221420732822,0.340258245425525,0.269047843909809,13.938,0.0012143,-22.7225155
94522,"MWP1G337281-01616",-0.1615753,337.2807383,0.0100918,0.0105380,0.0174826,0.573351413891681,0.313607826116696,0.287908241915742,13.963,0.0015798,-22.7192617
94523,"MWP1G338483+00270",0.0269559,338.4828898,0.0135000,0.0154102,0.0212344,0.759786685368021,0.328610479805351,0.482232740911832,124.366,0.0017762,-21.5171102
94526,"MWP1G340050-02321",-0.2320898,340.0504574,0.0120703,0.0118828,0.0191484,0.640917525830213,0.300304133382664,0.175575306596611,0.000,0.0008735,-19.9495426
94529,"MWP1G351033+01916",0.1915723,351.0328955,0.0138281,0.0128203,0.0239297,0.749530981469037,0.428749030637092,0.374766044341924,3.813,0.0013890,-8.9671045
94530,"MWP1G351111-00989",-0.0989404,351.1109717,0.0165352,0.0168984,0.0235547,0.845120772849868,0.297824539768922,0.206214360175379,4.931,0.0036471,-8.8890283
94533,"MWP1G352522-01539",-0.1539180,352.5217852,0.0110742,0.0125156,0.0216094,0.688467589392423,0.44741215721608,0.465910731346157,22.984,0.0015785,-7.4782148
94538,"MWP1G000318-01500",-0.1499639,0.3184852,0.0131129,0.0131371,0.0217379,0.716828942517721,0.365927853101815,0.0606698374101148,6.168,0.0013650,0.3184852
94539,"MWP1G000843-01063",-0.1062903,0.8428101,0.0122419,0.0123387,0.0214355,0.689404162781889,0.390053144466252,0.125015687462723,0.000,0.0008359,0.8428101
94548,"MWP1G012311+04242",0.4242066,12.3106936,0.0346390,0.0429684,0.0518360,1.97747080378654,0.732537062226332,0.591710456381931,12.818,0.0095238,12.3106936
94549,"MWP1G013828-07827",-0.7826821,13.8282132,0.0978414,0.1143245,0.1586202,5.64408818720867,2.58358874525494,0.517270758185605,11.397,0.0460868,13.8282132
94550,"MWP1G015179-09078",-0.9078105,15.1789395,0.0389395,0.0409476,0.0504677,1.92372207357627,0.489220060814865,0.309316112915312,92.497,0.0038382,15.1789395
94551,"MWP1G015591-07610",-0.7610359,15.5912301,0.0359817,0.0398506,0.0565427,1.99767100911621,0.873066475217375,0.429819388403058,96.722,0.0058038,15.5912301
94553,"MWP1G017476+01267",0.1266671,17.4755540,0.0166908,0.0170329,0.0269013,0.906465013999028,0.433208710594519,0.199413955934001,0.444,0.0036832,17.4755540
94554,"MWP1G016265-00771",-0.0771471,16.2645964,0.0711530,0.0744052,0.1168965,3.94036215961939,1.9410298723514,0.292417710548747,40.921,0.0227425,16.2645964
94557,"MWP1G021377-02937",-0.2937226,21.3768137,0.0089637,0.0085282,0.0219798,0.585298764560676,0.55229515661011,0.307911039289788,0.000,0.0019394,21.3768137
94558,"MWP1G023357+06942",0.6942437,23.3567550,0.0816563,0.0713062,0.1329562,4.19379266706614,2.1794592814313,0.487276045649346,23.556,0.0107061,23.3567550
94559,"MWP1G023687-02046",-0.2045968,23.6870572,0.0201188,0.0171525,0.0296025,0.971117712437597,0.403206645976816,0.522628071583024,24.682,0.0033799,23.6870572
94561,"MWP1G024073+01379",0.1379278,24.0732790,0.0091270,0.0101069,0.0163186,0.539379231417957,0.305340579206066,0.429542941646088,2.929,0.0013784,24.0732790
94562,"MWP1G024862+00953",0.0952612,24.8616661,0.0311371,0.0342581,0.0418911,1.59915105919473,0.45664510142729,0.417019677179294,6.413,0.0076855,24.8616661
94563,"MWP1G024468+04778",0.4778427,24.4676210,0.0134637,0.0132218,0.0194395,0.681154708833076,0.253538916894647,0.188708377388196,6.168,0.0013860,24.4676210
94568,"MWP1G030709-00850",-0.0849860,30.7092810,0.0420413,0.0419936,0.0672076,2.25415209871874,1.0677157908168,0.0476225774209138,23.697,0.0145255,30.7092810
94569,"MWP1G030646+01940",0.1940091,30.6461765,0.0387066,0.0393206,0.0630938,2.11004218286473,1.03468098241617,0.176030150656997,15.170,0.0100656,30.6461765
94570,"MWP1G030663-01967",-0.1966522,30.6631623,0.0102823,0.0105847,0.0221371,0.646973525383304,0.502981293135638,0.237324376206231,0.000,0.0021915,30.6631623
94571,"MWP1G032914+02086",0.2085549,32.9141104,0.0081494,0.0080396,0.0144512,0.45799024924167,0.267366188494752,0.163600846563317,0.000,0.0007928,32.9141104
94572,"MWP1G035476+00027",0.0027131,35.4756688,0.0214402,0.0228696,0.0311169,1.1266659237438,0.410696375864349,0.347991162709035,10.923,0.0080105,35.4756688
94574,"MWP1G034624-00067",-0.0067386,34.6241741,0.0343674,0.0356113,0.0469345,1.73064385922277,0.533238882575283,0.261991885888896,1.536,0.0058267,34.6241741
94575,"MWP1G034822+03255",0.3255161,34.8224919,0.0100645,0.0116613,0.0207702,0.649303343711666,0.454823721269462,0.505086990312568,13.784,0.0011378,34.8224919
94577,"MWP1G037763-02114",-0.2114315,37.7625565,0.0119516,0.0119032,0.0233710,0.707982907112816,0.484484620082352,0.0899051398845253,5.648,0.0024586,37.7625565
94578,"MWP1G036594-05393",-0.5393048,36.5943753,0.0465852,0.0444886,0.0733977,2.43518240787408,1.13774780657419,0.296624183110926,58.318,0.0169700,36.5943753
94581,"MWP1G041159-05854",-0.5853619,41.1587452,0.0382998,0.0369451,0.0559630,1.93492529821642,0.749468774123657,0.263611039677418,34.475,0.0070101,41.1587452
94586,"MWP1G048639+06055",0.6054763,48.6387569,0.0102988,0.0108658,0.0186860,0.601099835402884,0.355910018609345,0.318812143275547,17.139,0.0029404,48.6387569
94588,"MWP1G048507+01330",0.1330484,48.5068867,0.0329758,0.0339194,0.0468810,1.68845944388941,0.589989133502218,0.234230412340165,25.235,0.0042654,48.5068867
94590,"MWP1G050319+06760",0.6760000,50.3186331,0.0123508,0.0113952,0.0228992,0.692194862710908,0.447722745228016,0.385689852875817,14.013,0.0032061,50.3186331
94591,"MWP1G052896-08829",-0.8829405,52.8960544,0.0077419,0.0077419,0.0122540,0.413236780405617,0.191432190443509,0,5.652,0.0010523,52.8960544
94592,"MWP1G052321-01340",-0.1340087,52.3209913,0.0097868,0.0096323,0.0173677,0.549715890733249,0.321636064366856,0.176985659161217,16.516,0.0019106,52.3209913
94595,"MWP1G058607+06228",0.6227601,58.6072238,0.0272964,0.0230262,0.0515988,1.49641247738823,1.03295784767207,0.537032130515385,0.000,0.0026791,58.6072238
94597,"MWP1G061730-00987",-0.0987448,61.7303547,0.0975797,0.0911729,0.1332447,4.70006288475193,1.51377080797501,0.356375283801903,34.739,0.0159144,61.7303547
94600,"MWP1G296217-00187",-0.0187325,296.2174494,0.1312583,0.1114164,0.2095919,6.60290183695564,3.33018632063034,0.528660793887349,17.341,0.0350462,-63.7825506
94601,"MWP1G298213+01103",0.1102867,298.2127942,0.0225549,0.0318658,0.0363247,1.41614225942325,0.589969598159476,0.706403865327381,133.512,0.0030473,-61.7872058
94608,"MWP1G301522+02145",0.2145370,301.5215879,0.0339861,0.0363368,0.0568958,1.917080749073,0.972305235562777,0.353834610323708,39.148,0.0124036,-58.4784121
94610,"MWP1G302678-07546",-0.7546220,302.6783659,0.0109234,0.0112984,0.0196694,0.630178521111228,0.371090922055855,0.255498470728605,19.761,0.0029575,-57.3216341
94611,"MWP1G303973-08462",-0.8462101,303.9730282,0.0116008,0.0110927,0.0213387,0.656219886221133,0.413199848063493,0.292709891605651,33.106,0.0009616,-56.0269718
94612,"MWP1G304743+06144",0.6143800,304.7430625,0.0121452,0.0105726,0.0227782,0.670462942483704,0.451679444048956,0.492138794011428,49.390,0.0027411,-55.2569375
94614,"MWP1G305201-00670",-0.0670413,305.2009829,0.0109476,0.0107177,0.0210968,0.639622992408786,0.430606605590437,0.203860421712487,17.584,0.0023014,-54.7990171
94616,"MWP1G305739-02120",-0.2119960,305.7387661,0.0087339,0.0101976,0.0242903,0.65275507441165,0.66075010015691,0.51620306218866,28.677,0.0019169,-54.2612339
94619,"MWP1G306736-00904",-0.0903613,306.7363474,0.0378110,0.0400518,0.0615526,2.09565626251328,1.00752999776857,0.329795342192706,12.237,0.0176879,-53.2636526
94624,"MWP1G311474+04029",0.4029385,311.4737208,0.0108145,0.0103911,0.0187258,0.594420648400375,0.335686355276935,0.277073036597631,0.000,0.0019890,-48.5262792
94625,"MWP1G314590+03390",0.3389994,314.5903432,0.0090424,0.0090424,0.0150566,0.495041452518877,0.255160896204728,0,0.000,0.0014737,-45.4096568
94628,"MWP1G316881-04004",-0.4004056,316.8813704,0.0430485,0.0430102,0.0589285,2.13604678191822,0.673731389850033,0.0421734135273555,45.494,0.0053354,-43.1186296
94629,"MWP1G316647+04090",0.4089728,316.6467893,0.0166694,0.0184476,0.0244234,0.89440535870781,0.329267324614843,0.428360220575684,37.700,0.0023158,-43.3532107
94630,"MWP1G317982-07380",-0.7379611,317.9818909,0.0135121,0.0152540,0.0255242,0.826575435808412,0.510140242584855,0.46405382898528,46.652,0.0019693,-42.0181091
94631,"MWP1G319016-00405",-0.0404677,319.0160363,0.0128105,0.0125927,0.0228145,0.720495354680858,0.424442501223924,0.183614540699093,19.103,0.0031123,-40.9839637
94633,"MWP1G321926+00177",0.0177283,321.9256790,0.0076452,0.0075363,0.0123629,0.41009065153582,0.200158235513076,0.168183129990936,0.000,0.0010795,-38.0743210
94638,"MWP1G325126+00299",0.0298858,325.1259032,0.0122419,0.0117944,0.0221129,0.688122381854426,0.418830918493333,0.267905420164306,2.632,0.0015309,-34.8740968
94639,"MWP1G325593+00920",0.0920476,325.5933124,0.0120098,0.0118388,0.0215329,0.678483788100451,0.404036689845677,0.168148781605172,2.163,0.0017529,-34.4066876
94640,"MWP1G326658+05776",0.5776331,326.6576089,0.0148185,0.0191976,0.0221008,0.862181180647938,0.310770918127984,0.635752025721872,2.568,0.0026845,-33.3423911
94643,"MWP1G329470+08966",0.8965786,329.4704345,0.1368931,0.1310081,0.1776290,6.48988245368574,1.72859770996784,0.290054097294678,33.626,0.0326997,-30.5295655
94645,"MWP1G329766+02211",0.2211159,329.7656260,0.0094718,0.0082258,0.0216653,0.578807888718467,0.517866641527609,0.495773934046195,0.000,0.0015473,-30.2343740
94646,"MWP1G328322+04400",0.4400363,328.3217298,0.0125565,0.0122177,0.0201169,0.666904814376507,0.320779234262049,0.23072939084971,6.845,0.0017150,-31.6782702
