"id","cat_id","lat","lon","inner_x_diameter","inner_y_diameter","outer_x_diameter","r_eff","thickness","e","angle","dispersion","abslon"
91573,"MWP1G312975-04354",-0.4354279,312.9748272,0.0583158,0.0571072,0.0888626,3.02792071858991,1.29603742592864,0.202535537159572,23.964,0.0086688,-47.0251728
91574,"MWP1G309059+01661",0.1660606,309.0590360,0.1249671,0.1157425,0.1855883,6.26137187196998,2.57319664525749,0.377072435060985,23.108,0.0268729,-50.9409640
91575,"MWP1G354182-00528",-0.0527919,354.1821350,0.0673284,0.0614597,0.0973476,3.30798996472243,1.27450968340956,0.408329285592506,10.714,0.0093714,-5.8178650
91576,"MWP1G348260+04774",0.4774040,348.2597731,0.1274083,0.1299939,0.1753868,6.39764564649761,2.03563017414327,0.198455812529773,25.061,0.0207942,-11.7402269
91577,"MWP1G345484+04011",0.4011382,345.4839785,0.0576072,0.0558724,0.0917379,3.04642030688186,1.44814862988346,0.243560489405919,17.833,0.0106538,-14.5160215
91578,"MWP1G013733-00160",-0.0159981,13.7330073,0.1135737,0.1104070,0.1600578,5.6520402552254,1.97229264652034,0.234493595308682,18.782,0.0127673,13.7330073
91579,"MWP1G005899-04548",-0.4548185,5.8986592,0.1308209,0.1336883,0.1870957,6.69931841328463,2.38763597947892,0.206001854797167,25.832,0.0430820,5.8986592
91580,"MWP1G018193-04002",-0.4001685,18.1927230,0.0629908,0.0574366,0.0963248,3.18409328776861,1.41521107015012,0.410578579738311,19.472,0.0077219,18.1927230
91581,"MWP1G018261-02967",-0.2967184,18.2606111,0.0563073,0.0548223,0.0876998,2.94908907347617,1.33194696814543,0.228146284008654,17.783,0.0074250,18.2606111
91582,"MWP1G331011-01485",-0.1484733,331.0108867,0.0735325,0.0715268,0.1146573,3.85199670292519,1.74488394160529,0.231967127379212,19.390,0.0113052,-28.9891133
91583,"MWP1G034164+01462",0.1462178,34.1642076,0.0748477,0.0742163,0.1061846,3.76870162747302,1.32952046610309,0.129616477526552,35.019,0.0111613,34.1642076
91584,"MWP1G341283-03407",-0.3406877,341.2828057,0.0541658,0.0535980,0.0843369,2.85518411369411,1.28006275473244,0.144413894777634,28.715,0.0185811,-18.7171943
91585,"MWP1G011182-03472",-0.3472143,11.1820538,0.0479033,0.0464074,0.0754412,2.51791207421284,1.16842694493956,0.247951267549318,5.936,0.0057936,11.1820538
91586,"MWP1G308715+06317",0.6317003,308.7152576,0.1355877,0.1397840,0.2022835,7.11705816810683,2.82988450795889,0.243184255223738,44.908,0.0336986,-51.2847424
91587,"MWP1G329275+01097",0.1096829,329.2748515,0.0325261,0.0308894,0.0528704,1.72358361920876,0.863310722308579,0.313220557930753,8.585,0.0045418,-30.7251485
91588,"MWP1G352168+03074",0.3074106,352.1682455,0.1127549,0.1089066,0.1695140,5.78213686725527,2.4083247084141,0.259026483782277,23.744,0.0240101,-7.8317545
91589,"MWP1G301626-03323",-0.3322588,301.6261013,0.1488452,0.1457799,0.2164614,7.54923250169471,2.8688188349331,0.201900098169034,21.568,0.0284731,-58.3738987
91590,"MWP1G311483+03982",0.3982353,311.4832737,0.0477085,0.0543556,0.0730992,2.64937599663652,1.07876512330392,0.479190629980039,19.334,0.0080064,-48.5167263
91591,"MWP1G300802-03014",-0.3013993,300.8015215,0.0331886,0.0341079,0.0505335,1.75740655367701,0.735927095234555,0.230605620426106,27.383,0.0075758,-59.1984785
91592,"MWP1G317463-03466",-0.3466282,317.4634575,0.0445947,0.0447895,0.0705486,2.38394036483487,1.10113237557611,0.0931641102649717,10.037,0.0044793,-42.5365425
91593,"MWP1G349814-05951",-0.5950519,349.8143782,0.1173883,0.1242591,0.1514298,5.80346159766008,1.44471422354617,0.327918948814836,26.889,0.0211912,-10.1856218
91594,"MWP1G018141-02783",-0.2783119,18.1407859,0.0549071,0.0514340,0.0882208,2.87694621290153,1.41384427917584,0.350010208895484,30.489,0.0113074,18.1407859
91595,"MWP1G299701+00151",0.0150852,299.7014809,0.0735090,0.0752584,0.1027313,3.72449158488276,1.23985873691809,0.214359860931548,20.455,0.0116965,-60.2985191
91596,"MWP1G354588+00038",0.0038203,354.5883488,0.0327586,0.0328459,0.0521895,1.75614820881391,0.824383727645595,0.072860604559275,5.111,0.0052639,-5.4116512
91597,"MWP1G330527+05514",0.5513694,330.5271793,0.0286459,0.0295385,0.0482284,1.59651906240035,0.83087355094935,0.243973852377932,10.889,0.0046979,-29.4728207
91598,"MWP1G337965-04696",-0.4695718,337.9646180,0.0822355,0.0662390,0.1306903,4.04814774938353,2.06302393440459,0.592623792686108,27.615,0.0148549,-22.0353820
91599,"MWP1G343918-06487",-0.6487240,343.9176897,0.0536838,0.0518627,0.0931362,2.95982529421103,1.67396616249322,0.258253113240766,15.478,0.0070284,-16.0823103
91600,"MWP1G016638-03549",-0.3549398,16.6376201,0.1312500,0.1322682,0.1855193,6.64226378510164,2.3024635757725,0.123841559015335,51.308,0.0253700,16.6376201
91601,"MWP1G015887+01938",0.1938335,15.8868675,0.0589566,0.0586463,0.0936757,3.1461812926471,1.47300988672505,0.102463095795283,8.001,0.0055445,15.8868675
91602,"MWP1G040421-00493",-0.0492529,40.4208788,0.0335788,0.0334854,0.0532000,1.79114906573632,0.83245752380263,0.0745338646699565,13.280,0.0065223,40.4208788
91603,"MWP1G049699-01620",-0.1620176,49.6985566,0.0523379,0.0526001,0.0811288,2.7702932595512,1.2214968995944,0.0997231906324923,26.303,0.0065100,49.6985566
91604,"MWP1G353085+03151",0.3151443,353.0852391,0.1113769,0.1170562,0.1596164,5.77917380988367,2.04707351211102,0.307703545459994,28.678,0.0451239,-6.9147609
91605,"MWP1G311893+00861",0.0860607,311.8930778,0.0566817,0.0575717,0.0874381,3.00613238044672,1.30490927569352,0.1751541840342,22.339,0.0084915,-48.1069222
91606,"MWP1G008867-03251",-0.3251440,8.8672131,0.0360735,0.0340289,0.0587904,1.90908205210417,0.964045272700853,0.331880961866657,34.387,0.0057085,8.8672131
91607,"MWP1G303056+01645",0.1644651,303.0559097,0.0373385,0.0367585,0.0742810,2.22131518977393,1.56736157894997,0.175572883655188,18.469,0.0097644,-56.9440903
91608,"MWP1G337683-03402",-0.3401571,337.6834402,0.0432795,0.0408745,0.0707111,2.29440984699878,1.16411204152697,0.328709826677987,42.540,0.0088479,-22.3165598
91609,"MWP1G015014+00570",0.0569785,15.0135985,0.0638834,0.0600092,0.1001053,3.30843129492337,1.53723943012687,0.342945951115806,29.432,0.0101361,15.0135985
91610,"MWP1G042104-06230",-0.6229971,42.1036503,0.0450583,0.0440620,0.0787812,2.50577564885989,1.43079236982701,0.209126265858808,9.560,0.0062415,42.1036503
91611,"MWP1G319230+02277",0.2276832,319.2303138,0.0631291,0.0543135,0.0901052,3.00945236549745,1.14671508085013,0.509693586542754,16.912,0.0133557,-40.7696862
91612,"MWP1G350585-00744",-0.0744091,350.5854771,0.0534394,0.0564932,0.0743985,2.7407842800506,0.889467791947495,0.324330184812634,22.045,0.0067281,-9.4145229
91613,"MWP1G007439+07066",0.7065611,7.4388252,0.1274313,0.1243719,0.1787475,6.33730888717811,2.17727615506657,0.217807404628784,32.377,0.0324101,7.4388252
91614,"MWP1G312693-01139",-0.1139265,312.6928888,0.0557189,0.0502580,0.0841343,2.78632477677153,1.2066066020532,0.431752820800293,28.500,0.0129027,-47.3071112
91615,"MWP1G347989+00549",0.0548639,347.9893052,0.0657565,0.0634945,0.0974448,3.34719234351163,1.34455887719,0.260030665292426,13.824,0.0082116,-12.0106948
91616,"MWP1G043775+00606",0.0605809,43.7747533,0.0423857,0.0409353,0.0651420,2.19783968855319,0.965562659387611,0.2593592683838,8.905,0.0045760,43.7747533
91617,"MWP1G314216+03417",0.3417457,314.2160314,0.0308975,0.0269114,0.0526875,1.62386897128032,0.925727304679917,0.49130151885588,85.897,0.0039444,-45.7839686
91618,"MWP1G354612+04841",0.4841029,354.6118780,0.0340671,0.0342776,0.0570210,1.87452592169473,0.973854263792132,0.110654241184624,23.069,0.0052743,-5.3881220
91619,"MWP1G042203+00464",0.0463826,42.2026888,0.0726428,0.0775319,0.1045209,3.8022116493818,1.35297667065379,0.349488121745871,41.136,0.0193855,42.2026888
91620,"MWP1G320865-04201",-0.4201282,320.8654344,0.0667518,0.0619993,0.1017729,3.3936997114838,1.48647548254626,0.370572814229791,36.022,0.0130771,-39.1345656
91621,"MWP1G341301-03011",-0.3011001,341.3012914,0.0295908,0.0296883,0.0463698,1.57368505798717,0.711873295727331,0.0809781365446575,16.272,0.0054257,-18.6987086
91622,"MWP1G050078+05703",0.5702804,50.0784857,0.0214287,0.0213743,0.0399409,1.23999328926513,0.785406469404065,0.0712099580003309,7.559,0.0021809,50.0784857
91623,"MWP1G353353-01413",-0.1413158,353.3528620,0.0413288,0.0413099,0.0685402,2.257645426216,1.1544819461394,0.0302391684904632,15.408,0.0092252,-6.6471380
91624,"MWP1G300112-00782",-0.0781847,300.1123741,0.0980012,0.0886473,0.1409484,4.78434378016767,1.82366449709531,0.426360752284032,19.167,0.0296183,-59.8876259
91625,"MWP1G358324-07417",-0.7416741,358.3241677,0.0619393,0.0637122,0.0898450,3.20319218853341,1.18402019517665,0.234262814702148,25.384,0.0114222,-1.6758323
91626,"MWP1G301551+02993",0.2992779,301.5513753,0.0311021,0.0339140,0.0566303,1.84273002978763,1.08363768011156,0.39868635974763,8.901,0.0072439,-58.4486247
91627,"MWP1G026822+03828",0.3828078,26.8217750,0.0304261,0.0323329,0.0468859,1.6437877289621,0.698541695710768,0.338334215598227,47.841,0.0028228,26.8217750
91628,"MWP1G312675+00465",0.0464528,312.6753058,0.0384310,0.0421114,0.0595664,2.10973358139578,0.897313705030626,0.408846340144385,3.692,0.0041733,-47.3246942
91629,"MWP1G331374+05224",0.5223552,331.3741838,0.1184091,0.1160025,0.1746183,6.04858145034376,2.38483933651341,0.200588682392486,49.801,0.0266535,-28.6258162
91630,"MWP1G330292+04960",0.4960322,330.2919530,0.0322485,0.0302102,0.0532331,1.71317470955738,0.890584878006547,0.349881519396031,19.967,0.0025767,-29.7080470
91631,"MWP1G024136+04363",0.4363467,24.1360545,0.0662706,0.0607390,0.0941861,3.23259454217771,1.18513543595213,0.399965706000236,16.435,0.0062676,24.1360545
91632,"MWP1G044332-08343",-0.8343096,44.3318340,0.0442878,0.0529083,0.0717764,2.57954949217184,1.16918416646221,0.547100158092134,77.144,0.0089903,44.3318340
91633,"MWP1G331330-03571",-0.3570826,331.3296166,0.0442007,0.0478454,0.0744672,2.51387145535354,1.28470659592089,0.382818925296645,26.542,0.0163007,-28.6703834
91634,"MWP1G008122-04823",-0.4822968,8.1224706,0.1484996,0.1356068,0.2249575,7.47454580681834,3.2460076877881,0.407557460578919,21.933,0.0361277,8.1224706
91635,"MWP1G028006+03153",0.3152973,28.0057309,0.0488940,0.0486427,0.0765240,2.58968669809228,1.17224410550773,0.10125691813559,19.160,0.0041739,28.0057309
91636,"MWP1G313809+01340",0.1339751,313.8088734,0.0495026,0.0483373,0.0707245,2.48523326428522,0.900413506669485,0.215699363489343,13.589,0.0064327,-46.1911266
91637,"MWP1G007642-00884",-0.0883852,7.6417896,0.0583863,0.0477387,0.0844684,2.74903946578016,1.11032390997881,0.575736496890878,17.891,0.0122660,7.6417896
91638,"MWP1G042834-01579",-0.1578683,42.8340081,0.0303068,0.0313327,0.0493776,1.66363388095219,0.809174757116044,0.253795693184434,17.073,0.0045597,42.8340081
91639,"MWP1G353280-04780",-0.4780331,353.2795450,0.0247878,0.0264982,0.0421859,1.40945909637146,0.738383565419076,0.353453172608528,32.455,0.0025564,-6.7204550
91640,"MWP1G301126-01547",-0.1547400,301.1256250,0.0862992,0.0875528,0.1319565,4.55465176552697,1.93710820420808,0.168616199997414,24.976,0.0172016,-58.8743750
91641,"MWP1G302079+00292",0.0292369,302.0794678,0.0260353,0.0275739,0.0431749,1.45607884785819,0.727354396337774,0.3293702208493,18.019,0.0046925,-57.9205322
91642,"MWP1G054106-00635",-0.0635325,54.1064527,0.0609751,0.0584618,0.1022866,3.29542600617106,1.7529279323503,0.284144272069437,32.568,0.0121642,54.1064527
91643,"MWP1G312889-04452",-0.4452205,312.8885214,0.0318610,0.0279554,0.0557567,1.70173721341293,1.01501234548178,0.479727499551444,15.021,0.0050079,-47.1114786
91644,"MWP1G354981-05283",-0.5282786,354.9810605,0.0320348,0.0304523,0.0559725,1.76159330811009,1.0157750569683,0.310416663964205,22.478,0.0060552,-5.0189395
91645,"MWP1G306321-03550",-0.3550245,306.3207539,0.0371321,0.0354542,0.0566378,1.90922741754835,0.827700614670899,0.297208246422079,14.647,0.0074842,-53.6792461
91646,"MWP1G334525+08255",0.8254588,334.5248894,0.0664501,0.0728658,0.1061671,3.70309904323723,1.68618878309642,0.410297271632762,37.353,0.0126140,-25.4751106
91647,"MWP1G336923-01922",-0.1921828,336.9227080,0.0485496,0.0501045,0.0789233,2.66016190240369,1.28874602738941,0.247190666587136,48.277,0.0089884,-23.0772920
91648,"MWP1G026990-00561",-0.0560651,26.9902645,0.0400739,0.0420803,0.0676123,2.25238195201081,1.16856401604357,0.305101833622599,45.716,0.0094137,26.9902645
91649,"MWP1G032390+03455",0.3455216,32.3898474,0.0764183,0.0727640,0.1098228,3.80785074806269,1.41752667824829,0.305536694676043,25.878,0.0088664,32.3898474
91650,"MWP1G041519+00375",0.0374920,41.5191964,0.0399335,0.0437125,0.0599449,2.15748257527633,0.849598484040625,0.406729234590814,19.116,0.0110054,41.5191964
91651,"MWP1G321395-03135",-0.3135170,321.3946087,0.0295166,0.0295691,0.0506578,1.64171624321014,0.89694535932686,0.059563846836932,26.068,0.0038666,-38.6053913
91652,"MWP1G323536-03512",-0.3512216,323.5358234,0.0309143,0.0297213,0.0570986,1.75595294986132,1.11102115925452,0.275121572056487,15.315,0.0047615,-36.4641766
91653,"MWP1G325102+00578",0.0578193,325.1019316,0.1281730,0.1249614,0.1745264,6.27652954780389,1.96672407065426,0.222453764330749,35.904,0.0267775,-34.8980684
91654,"MWP1G352652-03627",-0.3626915,352.6523891,0.0262741,0.0285257,0.0403256,1.42978191388567,0.596487582388502,0.389402554542354,89.012,0.0100574,-7.3476109
91655,"MWP1G051602-03374",-0.3373919,51.6021243,0.0468490,0.0474038,0.0763181,2.54899940703738,1.25028135353225,0.152546483052082,12.345,0.0143449,51.6021243
91656,"MWP1G321158+00052",0.0051753,321.1578652,0.0259317,0.0258776,0.0453558,1.45382448075393,0.824095026468562,0.0645611869363765,25.496,0.0047103,-38.8421348
91657,"MWP1G351660+05114",0.5113666,351.6602324,0.0727390,0.0753659,0.1067649,3.79554048479128,1.44375228789202,0.261716795524657,13.101,0.0129002,-8.3397676
91658,"MWP1G019359-00967",-0.0967046,19.3588782,0.0213430,0.0207872,0.0379487,1.19513950094481,0.704554469848544,0.226725603847823,16.997,0.0056779,19.3588782
91659,"MWP1G326787-05511",-0.5511029,326.7872429,0.0538811,0.0520999,0.0840310,2.81604311061639,1.27926708675624,0.254996310269851,18.150,0.0129850,-33.2127571
91660,"MWP1G332413+00521",0.0521051,332.4131509,0.0712773,0.0706633,0.1155121,3.8362798079858,1.87673443956507,0.130974353604105,12.359,0.0094467,-27.5868491
91661,"MWP1G010230-03044",-0.3044063,10.2298007,0.0258793,0.0259985,0.0433022,1.42287134971074,0.739192211519661,0.0956490390446502,11.812,0.0033387,10.2298007
91662,"MWP1G310982+04071",0.4071132,310.9817810,0.0790927,0.0757673,0.1319147,4.26068045908998,2.24135488607117,0.28691626740832,42.824,0.0106016,-49.0182190
91663,"MWP1G328193-04780",-0.4780195,328.1925600,0.0330414,0.0314320,0.0528172,1.7372427729523,0.839178200653508,0.308293128266357,39.220,0.0048460,-31.8074400
91664,"MWP1G345580-00391",-0.0391186,345.5797731,0.0421089,0.0416075,0.0688810,2.27396711180255,1.13585643274642,0.153859224953547,6.306,0.0075408,-14.4202269
91665,"MWP1G327776-06555",-0.6554843,327.7755542,0.0570260,0.0583962,0.0885077,3.04389645171127,1.33571631285098,0.215353566335923,15.761,0.0069561,-32.2244458
91666,"MWP1G329657-04866",-0.4866273,329.6570168,0.0299004,0.0289582,0.0585111,1.75342235668116,1.21392806740959,0.249057437617182,34.316,0.0061953,-30.3429832
91667,"MWP1G333501-02775",-0.2774637,333.5011548,0.0337248,0.0336744,0.0485728,1.71606014557167,0.629947411483057,0.0546503888282354,2.711,0.0028222,-26.4988452
91668,"MWP1G041931+00351",0.0350601,41.9309956,0.0430027,0.0431729,0.0653483,2.25275069134757,0.948044734980468,0.0887075763796275,19.843,0.0066225,41.9309956
91669,"MWP1G345913+00107",0.0106636,345.9126195,0.0343007,0.0328208,0.0506077,1.73563798118886,0.691960616703443,0.290565487386792,12.490,0.0068225,-14.0873805
91670,"MWP1G034753-06701",-0.6701410,34.7525926,0.1229336,0.1128774,0.1739534,5.98744609314322,2.16596196143149,0.396121469344812,35.207,0.0218108,34.7525926
91671,"MWP1G000659+06579",0.6579317,0.6585619,0.0863628,0.0971506,0.1241766,4.62585690422907,1.60627041126239,0.457988788625594,24.786,0.0289672,0.6585619
91672,"MWP1G008307-00882",-0.0881744,8.3065264,0.0417327,0.0394069,0.0655512,2.16837832928204,1.01079505563596,0.329174459337681,14.455,0.0128762,8.3065264
91673,"MWP1G032584+00057",0.0056594,32.5838341,0.0267470,0.0262591,0.0423012,1.41645893210634,0.659926434980946,0.190131142170399,6.376,0.0044850,32.5838341
91674,"MWP1G063087-04070",-0.4070059,63.0865988,0.1400457,0.1421889,0.1975115,7.10227137746753,2.43811736622952,0.172969999012508,13.297,0.0220695,63.0865988
91675,"MWP1G323681+06311",0.6311194,323.6810439,0.0200745,0.0211140,0.0437013,1.28030633322855,1.00254894032234,0.309905809554007,54.046,0.0026162,-36.3189561
91676,"MWP1G024839+00964",0.0964458,24.8393557,0.0536587,0.0802353,0.0829597,3.40403149213618,1.26054466290587,0.743472291145981,109.968,0.0139714,24.8393557
91677,"MWP1G035054+03345",0.3345450,35.0543335,0.0420348,0.0432154,0.0744765,2.39988794726586,1.37645971549126,0.232145652874619,8.088,0.0059867,35.0543335
91678,"MWP1G035652-00348",-0.0348398,35.6517298,0.0838896,0.1009626,0.1187156,4.60077649551812,1.48214147522562,0.556425091573712,63.763,0.0230152,35.6517298
91679,"MWP1G312704+00140",0.0139932,312.7043843,0.0306386,0.0339764,0.0500688,1.73448688448644,0.825041300572334,0.432234540039565,43.898,0.0058894,-47.2956157
91680,"MWP1G008120+02342",0.2342404,8.1203672,0.0416636,0.0345318,0.0643393,2.04115408752895,0.96470198052741,0.559509109016251,58.324,0.0118419,8.1203672
91681,"MWP1G063163+04407",0.4407314,63.1634760,0.0656772,0.0621124,0.1137595,3.58860638140762,2.04041229524333,0.324975567337314,21.549,0.0105289,63.1634760
91682,"MWP1G029158-02619",-0.2618992,29.1581180,0.0503713,0.0524564,0.0764128,2.67731519016805,1.10499808395026,0.279138681453312,24.102,0.0058941,29.1581180
91683,"MWP1G302634-06686",-0.6686301,302.6344326,0.0281037,0.0274818,0.0470174,1.52858406616921,0.802470218616485,0.209207637827361,41.087,0.0051274,-57.3655674
91684,"MWP1G053174+01497",0.1497271,53.1742657,0.0280442,0.0385908,0.0447535,1.73148750967621,0.71490854787389,0.686947673018202,16.992,0.0040773,53.1742657
91685,"MWP1G339130-03706",-0.3705573,339.1297462,0.0837005,0.0833460,0.1221808,4.28278383287961,1.63258338106581,0.0919387844961457,23.214,0.0169219,-20.8702538
91686,"MWP1G028028-00333",-0.0332785,28.0275648,0.0511884,0.0495303,0.0805611,2.68838076017884,1.2462847950324,0.252457839036364,8.892,0.0097130,28.0275648
91687,"MWP1G038354-01328",-0.1327904,38.3543977,0.0249576,0.0250680,0.0418467,1.37351758146885,0.716544869876162,0.093747782501231,13.347,0.0045384,38.3543977
91688,"MWP1G310446+02210",0.2209950,310.4463235,0.1439486,0.1374499,0.2114752,7.26183571178977,2.86542738835184,0.297075398357529,28.582,0.0460195,-49.5536765
91689,"MWP1G330288-03989",-0.3989231,330.2884877,0.0246244,0.0232898,0.0427385,1.34690825132446,0.768686003292856,0.324744663949207,42.598,0.0045794,-29.7115123
91690,"MWP1G351768+01015",0.1015165,351.7677873,0.0175102,0.0202789,0.0288532,1.01399700072832,0.48205205195483,0.504402036204432,27.718,0.0038224,-8.2322127
91691,"MWP1G008258-04429",-0.4429144,8.2580747,0.0244741,0.0234793,0.0395897,1.29889209802497,0.641385251275049,0.282209000494417,10.734,0.0039547,8.2580747
91692,"MWP1G013899-00113",-0.0113313,13.8989395,0.0138856,0.0113358,0.0232977,0.706870902389855,0.400495804557561,0.577527944324514,8.042,0.0030029,13.8989395
91693,"MWP1G340907+01700",0.1699982,340.9070239,0.0353745,0.0353846,0.0563099,1.89375702194499,0.888213804095697,0.023891177039563,31.179,0.0048513,-19.0929761
91694,"MWP1G354683+04723",0.4722801,354.6830944,0.0374348,0.0377477,0.0634877,2.0751940997756,1.10533658978345,0.128490396186745,19.503,0.0072756,-5.3169056
91695,"MWP1G008828-03841",-0.3841271,8.8276537,0.0239170,0.0223713,0.0405933,1.28795096149817,0.707744882561369,0.353664538184952,37.478,0.0030580,8.8276537
91696,"MWP1G339941-05833",-0.5832758,339.9407112,0.0518769,0.0610579,0.0732057,2.81181820308677,0.9070828430125,0.527371946678066,28.742,0.0110966,-20.0592888
91697,"MWP1G329975-00051",-0.0050671,329.9746044,0.0296234,0.0286084,0.0475280,1.56979373554139,0.759699309166506,0.259524417945226,25.672,0.0044216,-30.0253956
91698,"MWP1G001113-02654",-0.2653595,1.1130560,0.0806791,0.0771684,0.1063052,3.85389787236968,1.08742639838556,0.291779428088802,23.031,0.0123901,1.1130560
91699,"MWP1G028828-02282",-0.2282467,28.8275990,0.0378110,0.0377929,0.0599653,2.01981031001828,0.939927362729405,0.0309380704090276,29.893,0.0045938,28.8275990
91700,"MWP1G046481-02389",-0.2389439,46.4813631,0.0686166,0.0678586,0.1251485,3.91473165826635,2.39846562322804,0.148228692526554,34.731,0.0167928,46.4813631
91701,"MWP1G349777+01167",0.1167280,349.7774200,0.0173506,0.0175123,0.0282712,0.943181056702056,0.46332488295317,0.135579359096279,10.305,0.0020955,-10.2225800
91702,"MWP1G008152+02384",0.2383917,8.1523422,0.0257808,0.0266702,0.0410265,1.39916628681547,0.646879085268649,0.256093866046729,32.206,0.0045287,8.1523422
91703,"MWP1G322200+05193",0.5193303,322.2004515,0.1142399,0.1136568,0.1664026,5.83699739738296,2.21308090291031,0.100907332271921,42.299,0.0242468,-37.7995485
91704,"MWP1G331155-03928",-0.3927522,331.1553807,0.0355485,0.0360695,0.0694560,2.11982230468216,1.43859294337837,0.169351806589649,4.020,0.0052367,-28.8446193
91705,"MWP1G350997+06381",0.6380958,350.9973400,0.1275869,0.1116786,0.1907242,6.27314150263124,2.68257319713249,0.483554959105917,17.180,0.0367460,-9.0026600
91706,"MWP1G313791+07065",0.7065400,313.7913909,0.0290484,0.0293551,0.0487438,1.60317976381572,0.835611934898656,0.144175929821781,32.464,0.0064499,-46.2086091
91707,"MWP1G327699+05702",0.5701545,327.6993415,0.0377757,0.0436721,0.0577051,2.10842092793472,0.847024666877838,0.501798168681991,48.459,0.0108431,-32.3006585
91708,"MWP1G335472+00230",0.0229919,335.4720855,0.0242602,0.0237484,0.0434981,1.36688961773764,0.816220719985863,0.204322072290913,6.587,0.0033026,-24.5279145
91709,"MWP1G045387-07155",-0.7154645,45.3871273,0.0458800,0.0461504,0.0667843,2.35430761588434,0.886896969505416,0.108091994113751,26.545,0.0085592,45.3871273
91710,"MWP1G323803+00231",0.0231060,323.8027107,0.0420964,0.0421387,0.0648263,2.2172479008599,0.964348064512698,0.0447956247876737,36.883,0.0090158,-36.1972893
91711,"MWP1G334644+04391",0.4390988,334.6436662,0.0221186,0.0217099,0.0360343,1.18883599899071,0.590408850346167,0.191347586086693,6.709,0.0029814,-25.3563338
91712,"MWP1G017921-06843",-0.6843340,17.9212159,0.0326468,0.0331943,0.0499857,1.72575131416023,0.735643885787816,0.180874392740018,22.596,0.0071285,17.9212159
91713,"MWP1G038740-01385",-0.1384841,38.7400190,0.0256321,0.0257797,0.0452838,1.44869716018219,0.83375296723327,0.106855461493378,19.857,0.0041292,38.7400190
91714,"MWP1G351691+06676",0.6675767,351.6913657,0.0518050,0.0470106,0.0758768,2.55625199573114,1.02208927156601,0.420153717292903,17.500,0.0127470,-8.3086343
91715,"MWP1G029092-06708",-0.6707795,29.0922729,0.1294518,0.1147838,0.1944066,6.41220153983199,2.75904908694876,0.462361688160688,52.095,0.0281096,29.0922729
91716,"MWP1G331107+00278",0.0277863,331.1066669,0.0371547,0.0366419,0.0523374,1.85985405432347,0.64415842597006,0.165568771296935,21.753,0.0046711,-28.8933331
91717,"MWP1G339980-05491",-0.5490702,339.9795417,0.0254180,0.0266885,0.0394682,1.37136831361983,0.596214652956437,0.304866089807532,11.955,0.0036618,-20.0204583
91718,"MWP1G007001-02818",-0.2817880,7.0009891,0.0775218,0.0786437,0.1140697,4.01387547926833,1.55062333238018,0.168308358432551,24.678,0.0219682,7.0009891
91719,"MWP1G028323+01544",0.1543606,28.3233668,0.0245580,0.0251766,0.0407122,1.35504910998663,0.685396801779656,0.220311512756286,4.917,0.0026532,28.3233668
91720,"MWP1G342286+02891",0.2890778,342.2862342,0.0711622,0.0687676,0.0993112,3.51512134726141,1.19438564672406,0.257230362540198,47.204,0.0104817,-17.7137658
91721,"MWP1G305384-02439",-0.2438708,305.3836453,0.0364692,0.0342707,0.0561664,1.8723759853628,0.835940774986289,0.34195520540412,20.285,0.0032776,-54.6163547
91722,"MWP1G005346+00820",0.0820299,5.3462736,0.1710618,0.1538243,0.2448993,8.31162331039235,3.13569583013055,0.437471401431091,20.831,0.0379088,5.3462736
91723,"MWP1G025369-03614",-0.3613920,25.3694530,0.0360874,0.0328156,0.0555425,1.82829100608331,0.826005382789668,0.416060844484606,11.779,0.0065483,25.3694530
91724,"MWP1G044811-04866",-0.4865634,44.8105337,0.0892925,0.0688041,0.1310503,4.14492544325657,1.78145402360694,0.637382748795108,24.783,0.0133580,44.8105337
91725,"MWP1G341963+04416",0.4416327,341.9625235,0.0412114,0.0405284,0.0685695,2.24036485420243,1.16073015475435,0.181304994898399,26.697,0.0095620,-18.0374765
91726,"MWP1G343704-01300",-0.1300009,343.7044029,0.0351617,0.0356696,0.0596941,1.9548836936585,1.04083739215808,0.168152556152782,30.230,0.0052109,-16.2955971
91727,"MWP1G010078-04186",-0.4185813,10.0783102,0.0357037,0.0383220,0.0567698,1.96703891316614,0.894115442989736,0.363289459787468,13.074,0.0043397,10.0783102
91728,"MWP1G295703-01961",-0.1960996,295.7026149,0.2046750,0.1930160,0.3104825,10.4421814217983,4.49029171892587,0.332689223551746,23.303,0.0544763,-64.2973851
91729,"MWP1G338712+06434",0.6433821,338.7120207,0.0503459,0.0501138,0.0825874,2.73066674108057,1.36789322069293,0.0959112165838301,50.052,0.0059876,-21.2879793
91730,"MWP1G028610-00090",-0.0089808,28.6103559,0.0275410,0.0249969,0.0416895,1.38237681008405,0.600727992268913,0.419781928641352,21.256,0.0060746,28.6103559
91731,"MWP1G342073+04320",0.4320343,342.0726402,0.0360619,0.0367028,0.0602940,1.99236561360049,1.0281048708188,0.186061411033283,12.338,0.0085236,-17.9273598
91732,"MWP1G013222+00832",0.0831669,13.2218869,0.0383140,0.0313801,0.0566439,1.82606689412436,0.780207042734204,0.573758720230775,24.975,0.0071950,13.2218869
91733,"MWP1G018980+00304",0.0303582,18.9795064,0.0898922,0.0957404,0.1383831,4.85874576017141,2.05796559886586,0.344146212558727,35.077,0.0273166,18.9795064
