3.016214453124999864e+02,-3.359570625000000144e-01,1.650000000000000078e-01,1.688671875000000155e-01,7.177734375000000000e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.020809523809523967e+02,3.095244285714285684e-02,2.174999999999999850e-02,2.569642857142857145e-02,1.282142857142857043e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.020156429398147679e+02,-1.126562499999999994e-01,1.874999999999999931e-02,1.880555555555555106e-02,1.363888888888889137e-02,-1.303703703703703809e+00,1.000000000000000000e+01
3.010726033999999913e+02,-4.573941000000000257e-01,1.716600000000000070e-02,1.716600000000000070e-02,1.115790000000000011e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.016203479200000288e+02,-3.416312533333333290e-01,1.706249999999999989e-01,1.733750000000000013e-01,7.112500000000000766e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.029001221999999984e+02,1.559725333333333297e-01,3.986800000000000066e-02,3.986800000000000066e-02,1.594720000000000165e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.015522896126760202e+02,2.988389084507042659e-01,3.749999999999999861e-02,3.728873239436619746e-02,2.624999999999999903e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.014958279956521778e+02,1.297970304347826065e-01,1.425000000000000225e-02,1.425000000000000225e-02,1.195108695652173994e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.025446325333332993e+02,-9.479666666666667491e-03,3.986800000000000066e-02,4.451926666666667504e-02,1.594720000000000165e-02,-1.386666666666666714e+01,1.000000000000000000e+01
3.024637586206896458e+02,-2.706034482758620449e-02,7.499999999999999722e-03,7.499999999999999722e-03,8.896551724137930980e-03,0.000000000000000000e+00,1.000000000000000000e+01
3.029648161764705492e+02,-5.416838235294116899e-01,2.174999999999999503e-02,2.174999999999999503e-02,1.118382352941176341e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.022509402173913600e+02,1.286146521739130189e-02,7.499999999999999722e-03,7.565217391304348248e-03,7.125000000000001124e-03,0.000000000000000000e+00,1.000000000000000000e+01
3.025727083333333098e+02,-2.125000000000000153e-02,1.040625000000000022e-01,8.968749999999998945e-02,3.406250000000000250e-02,-6.333333333333333037e-01,1.000000000000000000e+01
3.024623945625000374e+02,-3.278127083333332720e-02,7.500000000000000590e-03,7.500000000000000590e-03,9.171874999999999473e-03,0.000000000000000000e+00,1.000000000000000000e+01
3.011203256578947389e+02,-1.542368421052631444e-01,9.187500000000001221e-02,9.251644736842105921e-02,2.979276315789473190e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.021595723684210384e+02,6.947368421052631249e-02,3.749999999999999861e-02,3.631578947368421101e-02,1.894736842105262942e-02,-9.663157894736842835e+00,1.000000000000000000e+01
3.026620833333333280e+02,1.475595238095238071e-01,1.593749999999999889e-01,1.407142857142857084e-01,1.500892857142857029e-01,3.809523809523809312e-01,1.000000000000000000e+01
3.024347695343749933e+02,-1.083007874999999953e-01,1.874999999999999931e-02,1.882031249999999850e-02,1.236328125000000014e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.021307415961538254e+02,-6.240384615384614655e-03,7.500000000000000590e-03,9.663461538461539171e-03,1.215144230769230754e-02,-6.057692307692307265e-01,1.000000000000000000e+01
3.015043825000000197e+02,5.575850266666666499e-01,3.375000000000000916e-02,3.375000000000000916e-02,1.288749999999999965e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.011175669642856860e+02,-1.543973214285714324e-01,9.093750000000000444e-02,8.859374999999999889e-02,5.203124999999999417e-02,6.428571428571427937e-02,1.000000000000000000e+01
3.017119270833333644e+02,-5.695312500000000028e-02,1.874999999999999931e-02,1.874999999999999931e-02,2.343750000000000000e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.029666872009615872e+02,-5.404522249999998973e-01,1.874999999999999584e-02,1.874999999999999584e-02,1.805588942307692277e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.022504328275862235e+02,1.221875862068965563e-02,7.199999999999999803e-03,7.199999999999999803e-03,1.439999999999999961e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.020166547809524218e+02,-1.130928571428571477e-01,7.499999999999999722e-03,7.678571428571428700e-03,2.889285714285714374e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.024406049565217245e+02,-1.044748695652173986e-01,1.874999999999999931e-02,1.874999999999999931e-02,3.381114130434782761e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.017508181179775875e+02,2.837958584269663076e-01,7.499999999999999722e-03,7.499999999999999722e-03,5.865168539325843131e-03,0.000000000000000000e+00,1.000000000000000000e+01
3.010755787402597434e+02,-4.578368571428571565e-01,7.500000000000000590e-03,7.500000000000000590e-03,1.520454545454545323e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.021308913043478128e+02,-7.413043478260868645e-03,1.012500000000000032e-02,1.103804347826086753e-02,6.456521739130434596e-03,-4.556521739130434234e+00,1.000000000000000000e+01
3.020780040322580930e+02,2.509073118279569678e-02,3.750000000000000555e-02,3.790322580645161948e-02,2.250000000000000264e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.027388149924730669e+02,-6.178547827956989424e-01,7.499999999999999722e-03,7.499999999999999722e-03,1.202016129032257991e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.026337571714285559e+02,-6.678107142857143685e-01,2.024999999999999717e-02,2.024999999999999717e-02,1.684821428571428581e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.020783557345454255e+02,2.642811272727272481e-02,3.986800000000000066e-02,3.986800000000000066e-02,2.076760363636363793e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.018323008333333632e+02,6.836633400000000638e-01,7.499999999999998855e-03,7.499999999999998855e-03,5.237499999999999968e-03,0.000000000000000000e+00,1.000000000000000000e+01
3.027944184782608659e+02,-5.877934782608695841e-01,7.499999999999999722e-03,7.499999999999999722e-03,1.539130434782608539e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.027700052083333162e+02,-7.872979166666667084e-01,7.500000000000000590e-03,7.500000000000000590e-03,1.226562500000000049e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.010763865384615201e+02,-4.578074507692307948e-01,1.874999999999999584e-02,1.874999999999999584e-02,1.126442307692307812e-02,0.000000000000000000e+00,1.000000000000000000e+01
3.021630664062499818e+02,6.537109374999999778e-02,1.874999999999999931e-02,1.874999999999999931e-02,9.609374999999999861e-03,0.000000000000000000e+00,1.000000000000000000e+01
3.026309162117647134e+02,-6.675626117647058821e-01,1.496800000000000040e-02,1.496800000000000040e-02,2.553364705882352897e-02,0.000000000000000000e+00,1.000000000000000000e+01
